Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
1936,yores02s,0.2484,1.2604,0.3137,y,or,yores,s,-1.392714929,-0.554946352,-1.2844534,0.231429131,-0.452822461,0.223572436,-1.159318164,-0.628205433,-1.059528858
1935,yores02s,0.2912,1.2287,0.3585,y,or,yores,s,-1.233744963,-0.274201719,-1.221733594,0.2059567,-0.722557631,0.245533713,-1.025826619,-0.392119335,-0.974918279
1934,yores02s,0.3539,1.3488,0.4773,y,or,yores,s,-1.038740892,0.070179976,-1.191970246,0.299215308,0.264985591,0.286518109,-0.739610055,0.114068169,-0.906736131
1933,yores02s,0.2716,1.4253,0.3849,y,or,yores,s,-1.303424883,-0.397258069,-1.155262742,0.354382318,0.849165512,0.327009706,-0.954771719,-0.26645539,-0.830445041
1932,yores02s,0.3251,1.3874,0.4507,y,or,yores,s,-1.123622452,-0.07972282,-1.057935428,0.327431492,0.563775177,0.3240059,-0.796953349,0.012653846,-0.736178701
1931,yores02s,0.4739,1.3367,0.6333,y,or,yores,s,-0.74675895,0.58582683,-0.944238691,0.29020389,0.169560995,0.282253668,-0.456811035,0.614211584,-0.659054869
1930,yores02s,0.382,1.2575,0.4851,y,or,yores,s,-0.96233467,0.205115128,-1.043326475,0.229125623,-0.477214993,0.23382813,-0.723400224,0.142736021,-0.80729531
1929,yores02s,0.2415,1.1998,0.2889,y,or,yores,s,-1.420885806,-0.604696772,-1.237711501,0.182154876,-0.974602241,0.212034214,-1.241674672,-0.773856805,-1.023067455
1928,yores02s,0.2645,1.2521,0.3315,y,or,yores,s,-1.329914028,-0.44403851,-1.189685608,0.224822142,-0.52278584,0.236064035,-1.104127469,-0.530598085,-0.954271175
1927,yores02s,0.4412,1.3515,0.5963,y,or,yores,s,-0.818256992,0.459559637,-1.115387251,0.301215087,0.286161842,0.284441518,-0.517011383,0.507744428,-0.830261525
1926,yores02s,0.3018,1.3872,0.4191,y,or,yores,s,-1.197990733,-0.211058923,-0.910274284,0.327287327,0.562248572,0.302170956,-0.869645724,-0.11590605,-0.604993836
1925,yores02s,0.4894,1.3205,0.6516,y,or,yores,s,-0.714575128,0.642664204,-0.985847533,0.278010453,0.040441051,0.304897473,-0.428324402,0.66459154,-0.679892499
1924,yores02s,0.3517,1.3626,0.4763,y,or,yores,s,-1.04497674,0.059167324,-1.005173322,0.309394639,0.372777565,0.298615073,-0.741707371,0.110358966,-0.708267831
1923,yores02s,0.2848,1.3613,0.3849,y,or,yores,s,-1.255968099,-0.313448292,-1.104582157,0.308440126,0.362669933,0.297679772,-0.954771719,-0.26645539,-0.810914187
1922,yores02s,0.3632,1.3168,0.4789,y,or,yores,s,-1.012801632,0.115989307,-1.247601002,0.275204551,0.01072852,0.285700347,-0.736263472,0.11998676,-0.966338672
1921,yores02s,0.229,1.3145,0.2988,y,or,yores,s,-1.474033275,-0.698556431,-1.237570849,0.273456365,-0.00778354,0.273150374,-1.207980826,-0.714267648,-0.96564657
1920,yores02s,0.2935,1.311,0.3857,y,or,yores,s,-1.22587764,-0.260307845,-1.258790133,0.270790205,-0.036016308,0.269817649,-0.952695414,-0.262783346,-0.991244572
1919,yores02s,0.3408,1.3037,0.4435,y,or,yores,s,-1.076459484,0.00356807,-1.031547292,0.265206376,-0.09514514,0.278996556,-0.813057477,-0.015827064,-0.752803737
1918,yores02s,0.4528,1.3512,0.611,y,or,yores,s,-0.792304752,0.505391892,-0.820146149,0.300993087,0.283811016,0.283341368,-0.49265832,0.55081397,-0.539321274
1917,yores02s,0.5534,1.3282,0.7318,y,or,yores,s,-0.591674212,0.859710061,-0.713071446,0.283824642,0.102009237,0.268813375,-0.312248026,0.86987809,-0.442882787
1916,yores02s,0.4699,1.2481,0.5923,y,or,yores,s,-0.755235373,0.570857272,-0.719088322,0.221622395,-0.556668913,0.245360818,-0.523742016,0.495840986,-0.473906275
1915,yores02s,0.4447,1.2594,0.5567,y,or,yores,s,-0.810355381,0.473514063,-0.816229506,0.230635417,-0.461227333,0.245411008,-0.585728784,0.386214461,-0.569952167
1914,yores02s,0.4135,1.3284,0.5486,y,or,yores,s,-0.883097765,0.345049334,-0.755621215,0.283975211,0.10360365,0.26228302,-0.6003857,0.360293012,-0.494615631
1913,yores02s,0.5636,1.3129,0.7425,y,or,yores,s,-0.573410499,0.8919642,-0.865314182,0.272238431,-0.020680609,0.270621035,-0.297732408,0.895549645,-0.592772674
1912,yores02s,0.32,1.2913,0.4147,y,or,yores,s,-1.139434283,-0.10764688,-0.787580307,0.255649463,-0.196346141,0.272223121,-0.880199912,-0.134571629,-0.514501288
1911,yores02s,0.5221,1.3348,0.6938,y,or,yores,s,-0.649896139,0.756888793,-0.91757092,0.288781468,0.154498543,0.289706576,-0.365571544,0.775572931,-0.629471885
1910,yores02s,0.3816,1.3836,0.5259,y,or,yores,s,-0.963382339,0.20326492,-1.008228513,0.324688798,0.534731974,0.325945188,-0.642644198,0.285556864,-0.687635615
1909,yores02s,0.2438,1.4396,0.3483,y,or,yores,s,-1.411407062,-0.587957091,-1.232765591,0.364365297,0.954878258,0.35171816,-1.054691102,-0.443167535,-0.883689442
1908,yores02s,0.2662,1.4421,0.3853,y,or,yores,s,-1.323507373,-0.432724209,-1.122196764,0.366100385,0.973251616,0.336411046,-0.953733027,-0.264618415,-0.787890507
1907,yores02s,0.5317,1.3215,0.701,y,or,yores,s,-0.631675858,0.789066229,-0.893273693,0.278767455,0.048457175,0.288562899,-0.355247392,0.793831682,-0.605271341
1906,yores02s,0.4845,1.2471,0.6024,y,or,yores,s,-0.724637848,0.624893208,-0.65217238,0.220820856,-0.565156648,0.255417005,-0.506833602,0.525744313,-0.395844722
