frag,survivedtoend,endtank,treat,normtankpa,pabwrec1,pabwrec2,pabwrec3,normtankt0,t0bwrec1,t0bwrec2,t0bwrec3,normtankt1,t1bwrec1,t1bwrec2,t1bwrec3,normtankt2,t2bwrec1,t2bwrec2,t2bwrec3,normtankt3,t3bwrec1,t3bwrec2,t3bwrec3,pasastan1,pasastan2,pasastan3,pasarec1,pasarec2,pasarec3,t0sastan1,t0sastan2,t0sastan3,t0sarec1,t0sarec2,t0sarec3,t1sastan1,t1sastan2,t1sastan3,t1sarec1,t1sarec2,t1sarec3,t2sastan1,t2sastan2,t2sastan3,t2sarec1,t2sarec2,t2sarec3,t3sastan1,t3sastan2,t3sastan3,t3sarec1,t3sarec2,t3sarec3,blastvol,blaster,hprotplate,hprot1,hprot2,hprot3,hcarbplate,hcarb1,hcarb2,hcarb3,scarbplate,scarb1,scarb2,scarb3,chl630_1,chl630_2,chl630_3,chl663_1,chl663_2,chl663_3,symcount1,symcount2,symcount3,symmit1,symmit2,symmit3,papamrec1,papamrec2,papamrec3,t0pamrec1,t0pamrec2,t0pamrec3,t1pamrec1,t1pamrec2,t1pamrec3,t2pamrec1,t2pamrec2,t2pamrec3,t3pamrec1,t3pamrec2,t3pamrec3,t4pamrec1,t4pamrec2,t4pamrec3,t5pamrec1,t5pamrec2,t5pamrec3,t6pamrec1,t6pamrec2,t6pamrec3,t7pamrec1,t7pamrec2,t7pamrec3,t8pamrec1,t8pamrec2,t8pamrec3,t9pamrec1,t9pamrec2,t9pamrec3
I4E2,no,1_2,1,2_2,23.084,23.083,23.084,1_2,23.146,23.147,23.146,1_2,23.194,23.199,23.193,NA,NA,NA,NA,NA,NA,NA,NA,293682,294243,290956,1380680,1375445,1375716,294349,293578,293010,1383152,1376379,1376211,308908,308375,309277,1401887,1413487,1395228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0.648,0.644,0.51,0.462,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4F1,no,1_2,1,1_2,26.787,26.783,26.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296480,297048,297834,1537395,1538299,1537985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.597,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4F8,notis,1_2,1,1_2,NA,NA,NA,1_2,15.593,15.588,15.59,1_2,17.607,17.603,17.604,1_2,15.646,15.652,15.643,1_2,15.873,15.866,15.869,NA,NA,NA,NA,NA,NA,294974,295945,294643,1104392,1104922,1101597,308989,308666,310915,1064862,1065648,1063597,296741,296731,295084,1070239,1067512,1065689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,0.545,0.552,0.495,0.504,0.504,0.56,0.558,0.571,0.544,0.534,0.545,0.45,0.495,0.514,0.361,0.382,0.337,0.359,0.4,0.378,0.433,0.45,0.488,0.453,0.54,0.494,NA,NA,NA
O2D1,no,1_2,1,1_2,22.957,22.957,22.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293504,295098,295638,1625675,1623225,1622704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631,0.645,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2D7,no,1_2,1,1_2,NA,NA,NA,1_2,15.942,15.943,15.943,1_2,15.979,15.974,15.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300672,301198,301748,1163968,1170678,1167821,308397,310632,311470,1150274,1153597,1147859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,0.597,0.583,0.617,0.594,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2E1,no,1_2,1,1_2,27.113,27.128,27.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295081,295669,295907,1696930,1696495,1695259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672,0.641,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2E8,yes,1_2,1,NA,NA,NA,NA,1_2,24.393,24.393,24.391,1_2,24.474,24.476,24.474,1_2,24.52,24.523,24.522,1_2,25.141,25.139,25.139,NA,NA,NA,NA,NA,NA,295010,295851,295223,1595108,1595134,1588586,308960,309487,309187,1598745,1594237,1601379,295116,292940,292924,1602749,1597624,1595544,314974,314743,315212,1627552,1626995,1616922,16,Katherine,D5,0.194,0.2,0.223,O2,0.693,0.653,0.662,NA,NA,NA,NA,0.115,0.126,0.124,0.261,0.284,0.279,25,77,54,0,0,1,NA,NA,NA,0.573,0.595,0.576,0.601,0.575,0.567,0.623,0.624,0.612,0.632,0.629,0.631,0.607,0.618,0.603,0.567,0.552,0.579,0.536,0.549,0.556,0.545,0.523,0.56,0.586,0.556,0.633,0.545,0.568,0.527
O2F1,yes,1_2,1,1_2,13.436,13.434,13.431,1_2,11.489,11.487,11.486,1_2,13.468,13.467,13.468,1_2,13.425,13.429,13.428,1_2,13.499,13.499,13.499,299704,298906,300535,1033530,1034109,1035746,300171,300948,300351,1092913,1103497,1089042,309230,305305,308123,968203,969613,967566,296472,294066,297006,899209,891665,896821,314427,317573,316952,968017,972244,952944,15,Andrea,D3,0.132,0.119,0.125,O2,0.428,0.383,0.345,NA,NA,NA,NA,0.053,0.069,0.077,0.168,0.203,0.209,193,137,131,0,1,0,0.606,0.574,0.57,0.479,0.435,0.442,0.511,0.466,0.443,0.452,0.517,0.521,0.419,0.389,0.397,0.422,0.414,0.415,0.471,0.513,0.499,0.498,0.506,0.496,0.464,0.464,0.44,0.495,0.489,0.443,0.516,0.549,0.507
O3D1,yes,1_2,1,1_2,18.398,18.399,18.397,1_2,18.482,18.483,18.486,1_2,18.536,18.535,18.533,1_2,18.803,18.804,18.804,1_2,19.216,19.211,19.212,299454,297576,297811,1627987,1626345,1627143,295276,294100,292875,1558700,1563412,1553218,308941,310325,308929,1583600,1573689,1589768,295706,296197,297519,1525218,1522163,1524210,316116,316749,317574,1099910,1107453,1087348,12,Darren,D1,0.23,0.236,0.213,O2,0.813,0.732,0.856,NA,NA,NA,NA,NA,0.039,0.035,1.381,0.109,0.107,20,24,31,0,0,0,0.632,0.622,0.624,0.485,0.514,0.569,0.53,0.527,0.534,0.511,0.497,0.516,0.544,0.542,0.539,0.524,0.493,0.504,0.532,0.571,0.52,0.51,0.497,0.469,0.492,0.496,0.424,0.453,0.531,0.467,0.565,0.541,0.527
O3E1,no,1_2,1,1_2,17.623,17.619,17.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298363,301066,299940,1220423,1228079,1227024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,0.586,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3E10,yes,1_2,1,NA,NA,NA,NA,1_2,11.084,11.082,11.083,1_2,11.08,11.084,11.079,1_2,11.173,11.171,11.173,1_2,11.305,11.304,11.309,NA,NA,NA,NA,NA,NA,298227,298243,297838,836655,832333,828013,310924,310679,309819,831633,833781,830246,306786,307017,309184,827082,828813,825706,318367,318423,318651,618651,678457,610121,12,Darren,D8,0.189,0.153,0.139,O2,0.408,0.389,0.381,NA,NA,NA,NA,0.024,0.02,0.16,0.065,0.074,0.229,46,47,82,0,1,3,NA,NA,NA,0.533,0.605,0.522,0.523,0.441,0.513,0.517,0.511,0.512,0.53,0.508,0.525,0.494,0.483,0.505,0.485,0.488,0.505,0.495,0.486,0.488,0.485,0.511,0.51,0.426,0.44,0.393,0.398,0.359,0.33
O3F1,no,1_2,1,1_2,18.251,18.253,18.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298911,299451,299989,1408483,1405913,1405628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623,0.635,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3F13,yes,1_2,1,NA,NA,NA,NA,1_2,10.339,10.34,10.343,1_2,10.338,10.337,10.334,1_2,10.33,10.33,10.331,1_2,10.514,10.513,10.513,NA,NA,NA,NA,NA,NA,300598,299219,301940,847156,850345,849815,311486,312613,312922,863989,866485,861367,296472,294866,297544,869182,868480,867561,316968,319791,316396,884240,885790,886080,17,Darren,D6,0.114,0.064,0.105,O2,0.308,0.231,0.309,NA,NA,NA,NA,0.058,0.063,0.065,0.099,0.109,0.113,66,49,50,0,1,0,NA,NA,NA,0.576,0.575,0.579,0.485,0.48,0.524,0.447,0.474,0.476,0.55,0.527,0.513,0.49,0.512,0.47,0.538,0.509,0.533,0.515,0.605,0.574,0.411,0.388,0.398,0.551,0.613,0.642,0.482,0.49,0.486
O4D1,yes,1_2,1,1_2,16.793,16.809,16.805,1_2,16.846,16.846,16.844,1_2,17.055,17.053,17.051,1_2,17.481,17.486,17.485,1_2,18.054,18.053,18.052,296733,297808,300266,1341820,1341582,1340639,295008,296317,296540,1373170,1371971,1373267,309767,310631,310097,1418920,1412583,1425489,297090,297055,297325,1411902,1417456,1410700,317022,317261,316742,213444,218132,212535,14,Darren,D1,0.123,0.128,0.135,O2,0.486,0.398,0.427,NA,NA,NA,NA,0.091,0.112,0.102,0.095,0.117,0.107,9,16,20,0,0,0,0.668,0.669,0.66,0.52,0.552,0.529,0.542,0.496,0.5,0.558,0.559,0.529,0.562,0.566,0.547,0.559,0.626,0.558,0.519,0.514,0.5,0.515,0.511,0.519,0.496,0.519,0.501,0.507,0.518,0.511,0.509,0.468,0.496
O4E1,yes,1_2,1,1_2,21.029,21.029,21.027,1_2,21.085,21.082,21.082,1_2,21.058,21.058,21.058,1_2,21.129,21.129,21.126,1_2,21.39,21.39,21.389,298603,298898,299167,1463924,1463019,1462490,296318,297748,298190,1478748,1473775,1470553,310069,310957,311805,845059,840537,852698,292977,295373,296172,1440004,1436424,1431490,316969,316148,314350,1414593,1425500,1416160,15,Alyssa,D5,0.212,0.26,0.231,O2,0.696,0.78,0.801,NA,NA,NA,NA,0.098,0.106,0.116,0.216,0.239,0.251,120,139,168,0,3,1,0.585,0.601,0.583,0.512,0.5,0.507,0.458,0.465,0.508,0.54,0.545,0.543,0.546,0.545,0.514,0.582,0.562,0.609,0.564,0.594,0.582,0.562,0.602,0.556,0.552,0.507,0.538,0.457,0.492,0.542,0.574,0.551,0.534
O4F1,yes,1_2,1,1_2,27.613,27.61,27.612,1_2,27.721,27.717,27.719,1_2,27.875,27.879,27.875,1_2,28.419,28.418,28.412,1_2,29.161,29.167,29.161,296497,300555,298632,1531357,1534674,1530659,294027,295998,293811,1562038,1558125,1561191,307041,309822,309520,1631334,1624587,1638439,299500,298878,298933,1601567,1602470,1604738,315537,316825,319773,1632604,1656998,1650916,13,Darren,D1,0.34,0.363,0.341,O2,1.177,0.752,1.13,NA,NA,NA,NA,0.296,0.338,0.333,0.319,0.364,0.359,70,56,69,0,0,0,0.638,0.621,0.631,0.552,0.545,0.573,0.534,0.52,0.551,0.569,0.567,0.526,0.549,0.579,0.547,0.616,0.578,0.564,0.575,0.579,0.564,0.561,0.544,0.555,0.559,0.606,0.605,0.524,0.511,0.53,0.549,0.511,0.526
I2G1,no,1_3,1,1_3,28.633,28.632,28.632,1_3,28.677,28.679,28.678,1_3,28.753,28.751,28.745,NA,NA,NA,NA,NA,NA,NA,NA,297452,297771,297761,1450300,1449218,1450458,292880,292809,294410,1473170,1461435,1467617,307832,306230,308392,1511789,1489378,1519873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,0.632,0.633,0.595,0.536,0.545,0.529,0.536,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2G5,yes,1_3,1,5_3,21.355,21.352,21.356,5_3,21.432,21.438,21.435,5_3,21.537,21.54,21.537,1_3,21.618,21.618,21.616,1_3,21.855,21.857,21.855,289988,290009,290252,1372939,1364912,1366882,303846,304968,305224,1432486,1432899,1435474,306316,307103,309339,1462284,1470955,1466964,308454,303153,307669,1450092,1447924,1453610,319491,319206,318349,1530616,1534982,1522767,15,Lauren,O1,0.141,0.152,0.147,O2,0.291,0.222,0.33,NA,NA,NA,NA,0.065,0.069,0.067,0.117,0.124,0.122,37,54,30,0,0,0,NA,NA,NA,0.491,0.487,0.545,0.432,0.425,0.428,0.537,0.526,0.514,0.563,0.571,0.553,0.545,0.55,0.534,0.528,0.522,0.541,0.541,0.524,0.523,0.556,0.543,0.552,0.551,0.548,0.584,0.527,0.556,0.562
I2H12,yes,1_3,1,1_3,30.006,30.003,29.998,1_3,30.072,30.075,30.073,1_3,30.331,30.333,30.336,1_3,30.732,30.728,30.73,1_3,31.313,31.312,31.31,295638,296720,296722,1770544,1772803,1772376,NA,NA,NA,NA,NA,NA,311522,309756,310147,1825158,1837952,1820364,297622,295118,297140,1765741,1759003,1754000,312829,316719,315367,1755457,1758282,1751201,23,Darren,O1,0.107,0.103,0.093,O2,0.466,0.178,0.345,NA,NA,NA,NA,0.042,0.048,0.051,0.155,0.18,0.183,11,11,9,0,0,0,NA,NA,NA,0.5,0.519,0.541,0.385,0.444,0.417,0.523,0.495,0.495,0.524,0.526,0.537,0.58,0.549,0.562,0.492,0.455,0.493,0.466,0.473,0.471,0.52,0.455,0.503,0.497,0.479,0.499,0.378,0.399,0.476
I2I7,yes,1_3,1,1_3,19.053,19.053,19.055,1_3,18.978,18.977,18.977,1_3,19.089,19.09,19.089,1_3,19.278,19.28,19.281,1_3,19.632,19.633,19.631,296939,296400,297225,1153617,1151543,1152844,304935,305283,305547,1155719,1163219,1159830,311016,312045,310903,1153216,1150183,1159681,300192,300450,300125,1186045,1186089,1182757,316695,319250,315423,1201783,1198321,1200641,15,Lauren,O1,0.104,0.119,0.116,O2,0.286,0.204,0.296,NA,NA,NA,NA,0.013,0.019,0.02,0.05,0.059,0.058,58,63,57,0,2,0,NA,NA,NA,0.543,0.553,0.544,0.538,0.532,0.486,0.445,0.5,0.474,0.515,0.504,0.5,0.533,0.589,0.527,0.532,0.541,0.562,0.535,0.538,0.536,0.529,0.486,0.457,0.459,0.512,0.488,0.51,0.556,0.565
I3G1,yes,1_3,1,1_3,12.869,12.869,12.87,1_3,12.957,12.958,12.954,1_3,12.967,12.968,12.968,1_3,12.958,12.959,12.96,1_3,13.461,13.46,13.462,298865,297511,298875,1230060,1233067,1232220,305866,304809,305031,1276137,1271697,1277757,307341,303636,307561,1288286,1282148,1300687,310895,310892,310882,1258391,1259208,1257197,317875,314478,314811,1301218,1317640,1322949,15,Olivia,D7,0.012,0.023,0.022,O3,0.268,0.14,0.154,NA,NA,NA,NA,0.052,0.052,0.053,0.073,0.076,0.077,6,13,20,0,0,0,0.652,0.625,0.634,0.625,0.587,0.592,0.531,0.485,0.507,0.487,0.51,0.53,0.507,0.474,0.498,0.486,0.496,0.496,0.49,0.516,0.554,0.505,0.486,0.486,0.541,0.504,0.52,0.515,0.52,0.521,0.489,0.514,0.533
I3H5,yes,1_3,1,5_3,14.032,14.031,14.03,5_3,14.146,14.146,14.152,5_3,14.312,14.316,14.313,1_3,14.514,14.513,14.513,1_3,15.002,14.999,14.998,294276,292355,292919,1063672,1063065,1063681,301107,302188,303849,1110314,1108157,1107721,307403,308299,39620,1096059,1092102,1098109,308229,307428,309559,1136543,1137413,1134406,320613,319767,320054,1164128,1157905,153193,10,Lauren,D6,0.119,0.058,0.13,O3,0.44,0.538,0.406,NA,NA,NA,NA,0.088,0.015,0.017,1.028,0.059,0.057,47,24,57,0,0,0,NA,NA,NA,0.64,0.59,0.609,0.6,0.609,0.578,0.558,0.561,0.547,0.682,0.633,0.605,0.608,0.571,0.638,0.573,0.579,0.567,0.594,0.597,0.57,0.586,0.565,0.579,0.556,0.562,0.546,0.539,0.521,0.567
I3I1,no,1_3,1,1_3,18.294,18.292,18.294,1_3,18.268,18.27,18.271,1_3,18.308,18.31,18.311,NA,NA,NA,NA,NA,NA,NA,NA,297214,296955,297778,1436946,1436610,1436869,294994,292820,296453,1458704,1454461,1460832,311233,308752,310999,1489154,1468745,1502934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,0.637,0.627,0.444,0.5,0.567,0.548,0.526,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4G1,no,1_3,1,1_3,22.769,22.775,22.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296985,296963,298340,1287706,1288054,1286265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583,0.594,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4G9,yes,1_3,1,NA,NA,NA,NA,1_3,17.382,17.381,17.379,1_3,17.365,17.367,17.371,1_3,17.264,17.262,17.263,1_3,17.402,17.4,17.401,NA,NA,NA,NA,NA,NA,295846,294726,294755,1052796,1055231,1054477,307044,308687,309837,1039112,1019827,1053678,305430,305083,307598,1015609,1012365,1021302,317308,318145,317608,978428,968950,962473,17,Lauren,D6,0.051,0.08,0.069,O3,0.223,0.212,0.792,NA,NA,NA,NA,0.061,0.061,0.062,0.092,0.095,0.096,20,24,18,0,0,0,NA,NA,NA,0.546,0.553,0.561,0.766,0.524,0.529,0.513,0.528,0.519,0.519,0.503,0.528,0.527,0.523,0.506,0.481,0.483,0.473,0.529,0.54,0.519,0.579,0.555,0.563,0.554,0.545,0.558,0.551,0.597,0.575
I4H1,yes,1_3,1,1_3,16.528,16.532,16.532,1_3,16.572,16.572,16.572,1_3,16.645,16.646,16.642,1_3,16.707,16.713,16.711,1_3,17.178,17.177,17.174,297766,298611,299426,1158805,1157346,1159208,301238,299538,296418,1187378,1185663,1189982,310663,311187,309840,1217731,1198768,1234297,298764,298206,298171,1186182,1184673,1180348,315296,316744,318126,1210163,1209249,1202090,18,Darren,O1,0.119,0.117,0.101,O3,0.358,0.314,0.271,NA,NA,NA,NA,0.035,0.042,0.046,0.128,0.143,0.152,22,13,12,1,0,0,0.628,0.606,0.607,0.575,0.659,0.577,0.517,0.524,0.537,0.61,0.625,0.616,0.578,0.583,0.586,0.556,0.565,0.646,0.523,0.524,0.525,0.499,0.508,0.479,0.609,0.599,0.598,0.589,0.576,0.6,0.582,0.591,0.588
I4I1,yes,1_3,1,1_3,13.117,13.118,13.117,1_3,13.235,13.235,13.234,1_3,13.281,13.28,13.28,1_3,13.21,13.207,13.208,1_3,13.232,13.234,13.231,298332,299689,300249,1063811,1063091,1064312,293687,294216,296277,1078647,1075722,1072756,308130,309199,310702,1025343,1006981,1048967,308100,306438,306985,1008383,1012352,1012821,318435,318457,319118,1026876,1027061,1024376,21,Darren,D8,0.077,0.075,0.077,O3,0.246,0.22,0.187,NA,NA,NA,NA,0.022,0.056,0.06,0.076,0.114,0.119,7,8,6,0,0,0,0.62,0.644,0.624,0.577,0.604,0.59,0.561,0.573,0.529,0.555,0.573,0.556,0.59,0.566,0.588,0.526,0.566,0.553,0.557,0.516,0.554,0.479,0.441,0.45,0.509,0.53,0.538,0.523,0.529,0.547,0.561,0.52,0.516
O2G1,yes,1_3,1,1_3,19.878,19.876,19.874,1_3,19.828,19.827,19.827,1_3,19.836,19.835,19.838,1_3,19.797,19.805,19.799,1_3,19.911,19.908,19.907,294790,296117,297214,1421155,1420856,1422226,295649,298189,295329,1443555,1441465,1443104,308957,309225,311184,1464105,1452489,1478547,299384,302380,299572,1401735,1404898,1400372,316903,307575,314410,1424144,1430874,1425686,21,Darren,D3,0.113,0.126,0.136,O3,0.258,0.184,0.273,NA,NA,NA,NA,0.085,0.084,0.083,0.178,0.177,0.175,8,10,8,0,0,0,0.625,0.624,0.622,0.495,0.505,0.529,0.448,0.471,0.471,0.507,0.495,0.499,0.426,0.429,0.443,0.484,0.496,0.614,0.433,0.448,0.45,0.447,0.457,0.457,0.427,0.452,0.471,0.436,0.429,0.451,0.429,0.457,0.453
O2H1,no,1_3,1,1_3,15.839,15.84,15.841,1_3,15.972,15.973,15.972,1_3,16.157,16.155,16.156,NA,NA,NA,NA,NA,NA,NA,NA,295859,299413,298333,1267285,1266184,1268156,295793,296283,294902,1292895,1284252,1286983,308908,308928,309780,1303911,1310293,1300297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621,0.615,0.606,0.475,0.496,0.524,0.509,0.461,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2H2,yes,1_3,1,2_3,15.476,15.477,15.473,5_3,15.599,15.598,15.595,5_3,15.649,15.654,15.654,1_3,15.813,15.812,15.812,1_3,16.257,16.257,16.253,295332,296419,296679,1197874,1200184,1201184,305768,304130,304964,1195466,1196772,1194111,309627,308808,307959,1226285,1241148,1211399,300472,297663,300832,1214903,1211765,1208603,316486,317554,316219,1222441,1221521,1229980,22,Darren,O1,0.147,0.152,0.165,O3,0.309,0.245,0.381,NA,NA,NA,NA,0.102,0.102,0.104,0.235,0.237,0.242,30,28,25,0,0,0,NA,NA,NA,0.619,0.612,0.581,NA,NA,NA,0.501,0.473,0.466,0.497,0.458,0.488,0.482,0.51,0.469,0.525,0.488,0.517,0.416,0.435,0.431,0.429,0.467,0.479,0.414,0.41,0.345,0.406,0.406,0.432
O2I1,yes,1_3,1,1_3,17.889,17.893,17.892,1_3,17.974,17.972,17.97,1_3,18.161,18.161,18.16,1_3,18.407,18.407,18.405,1_3,19.084,19.086,19.086,297779,297781,299148,1471068,1472685,1473154,295475,294634,294405,1492300,1488578,1487779,313205,310336,312893,1537887,1520367,1542351,297010,295378,293369,1508498,1509196,1507131,322926,322029,323191,1593181,1587682,1588792,28,Darren,O1,0.193,0.131,0.132,O3,0.352,0.263,0.419,NA,NA,NA,NA,0.166,0.168,0.171,0.447,0.454,0.457,34,17,28,0,0,0,0.653,0.656,0.669,0.6,0.632,0.545,0.545,0.574,0.565,0.573,0.577,0.581,0.555,0.561,0.564,0.539,0.571,0.594,0.628,0.582,0.588,0.601,0.628,0.613,0.634,0.618,0.611,0.568,0.556,0.533,0.505,0.65,0.562
O3G1,yes,1_3,1,1_3,13.424,13.425,13.427,1_3,13.558,13.557,13.557,1_3,13.647,13.645,13.642,1_3,13.713,13.713,13.711,1_3,14.017,14.013,14.015,300264,297816,297817,1149143,1147695,1147553,292714,295627,297276,1185800,1181370,1190903,310936,311205,312095,1200547,1213645,1198961,310358,306780,309794,1172593,1170516,1177101,320104,320396,317556,1183230,1183577,1183309,19,Olivia,O1,0.121,0.045,0.001,O3,0.175,0.622,0.173,NA,NA,NA,NA,0.003,0.005,0.005,0.024,0.028,0.028,26,15,17,0,0,0,0.63,0.626,0.604,0.561,0.606,0.575,0.514,0.465,0.543,0.522,0.543,0.532,0.543,0.563,0.553,0.49,0.521,0.526,0.5,0.504,0.538,0.55,0.563,0.55,0.519,0.594,0.576,0.546,0.562,0.573,0.531,0.524,0.55
O3H1,yes,1_3,1,1_3,15.825,15.823,15.823,1_3,15.846,15.847,15.848,1_3,15.883,15.883,15.883,1_3,15.996,15.995,15.995,1_3,16.437,16.438,16.437,299981,299441,300239,1049058,1048729,1047317,296783,296576,296301,1049802,1052472,1055209,311778,310032,312015,1073284,1068947,1079834,305186,305502,307699,1090537,1087016,1091296,314587,317094,317662,1137475,1136783,1137924,11,Lauren,O1,0.184,0.179,0.158,O3,0.578,0.382,0.401,NA,NA,NA,NA,0.021,0.024,0.027,0.079,0.092,0.095,79,57,67,0,0,0,0.651,0.651,0.643,0.546,0.604,0.567,0.545,0.595,0.547,0.529,0.56,0.554,0.555,0.558,0.573,0.525,0.546,0.494,0.534,0.517,0.549,0.552,0.557,0.554,0.515,0.552,0.511,0.545,0.529,0.544,0.542,0.534,0.565
